
The last saved generation :0
The last saved env. Rows :20
The last saved env. Cols :20
|1||1||1||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
|1||1||1||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
|1||1||1||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||0||1||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||1||1||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||1||0||0||0||0||0||0||0||0||0||0||0||0|
|0||0||0||1||0||1||0||1||0||1||0||1||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||1||0||0||0||0||0||1||0||1||0||0||0||0||0|
|0||0||0||0||1||1||0||0||1||1||0||0||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||1||0||0||1||0||1||0||0||0||0||0||0||0|
|0||0||0||0||0||1||0||0||0||1||1||0||0||1||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||1||1||0||0||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||1||0||0||0||1||1||0||1||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||0||1||1||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
